source,title,description,category,publishedAt
Heilpraxisnet.de,COVID-19: Neue Therapie nutzt Nanopartikel zur Behandlung,Neuer COVID-19-Therapieansatz erfolgreich im Test COVID-19 wird die Menschheit trotz der Impfungen noch länger begleiten und effiziente Behandlungsmöglichkeiten sind daher weiterhin dringend gesucht. Ein internationales Forschungsteam hat nun einen neuen Ansa…,health,2021-05-24T14:41:45Z
Der Tagesspiegel,"Coronavirus in Deutschland: Neuinfektionen binnen einer Woche halbiert – Inzidenz bei 62,5 - MSN Unterhaltung",500.000 Einwohner Maltas geimpft + Grüne wollen Gutscheine für die Jugend gegen den Corona-Frust + Der Newsblog.,health,2021-05-24T10:19:19Z
N-tv.de,Coronavirus-Liveticker:+++ 11:22 Spanien registriert 85 Prozent weniger Hotelübernachtungen +++ - n-tv NACHRICHTEN,,health,2021-05-24T09:24:35Z
Der Tagesspiegel,Weiterhin Diskussion um mögliche Schutzwirkung: Studie: Vitamin D bewahrt nicht vor Ansteckung - Tagesspiegel,Das so genannte Sonnenvitamin versperrt dem Virus nicht den Zugang zum Körper. Doch ein positiver Einfluss auf die Schwere der Erkrankung bleibt plausibel.,health,2021-05-24T09:05:10Z
Derwesten.de,Hund: Forscher untersuchen Patienten – sie trifft der Schlag - Der Westen,"Forscher untersuchten Patienten mit einer Lungenentzüdnung. Was sie finden, kennen sie eigentlich von einem Hund.",health,2021-05-23T16:54:00Z
Www.hna.de,Erhöhtes Corona-Risiko durch Vitamin-D-Mangel? Neue Studie schafft Klarheit - HNA.de,Die Wissenschaft diskutiert das Risiko von Corona-Infektionen durch Vitamin-D-Mangel. Dabei ist eine Unterscheidung zum Verlauf von Covid-19 wichtig.,health,2021-05-23T16:17:00Z
Www.hna.de,Zu wenige Blutplättchen nach Covid-Impfung: Diese Folgen kann eine Thrombozytopenie haben - HNA.de,"Nach einer Corona-Impfung wurden bisher 67 Fälle einer Thrombose mit Thrombozytopenie (TTS) gemeldet. Erfahren Sie hier, was eine Thrombozytopenie ist.",health,2021-05-23T04:08:00Z
Augsburger Allgemeine,Meisten Behandlungsbeschwerden bei Gelenkerkrankungen,Immer öfter haben die Schlichtungsstellen der Ärztekammern über Behandlungsfehler zu entscheiden. Vor allem bei der Behandlung von Gelenkerkrankungen sehen sich...,health,2021-05-22T20:40:39Z
Tageblatt.de,Heike Budde ist neue Vorsitzende der Altländer Landfrauen - Blaulicht - Tageblatt-online,Der Landfrauenverein Altes Land hat eine neue Vorsitzende. Heike Budde wurde mit 140 Ja-Stimmen und keiner Gegenstimme gewählt. Sie tritt in die ...,health,2021-02-15T22:25:30Z
Frankenpost.de,Wirtschaft - Burnout im Beruf vorbeugen - Frankenpost,Psychische Erkrankungen bei Arbeitnehmern häufen sich. Ein Gesundheitsmanagement im Betrieb hilft bei der Prävention.,health,2020-12-20T20:59:06Z
Insuedthueringen.de,Ilmenau - Blick ins Herz der Ilm-Kreis-Kliniken in Arnstadt - inSüdthüringen.de,Zum Tag der offenen Tür am Arnstädter Standort in den Ilm-Kreis-Kliniken gibt es einen Blick in die verschiedenen Abteilungen und ins menschliche Herz.,health,2020-12-19T22:29:57Z
Np-coburg.de,Kronach: Ruderich wird neuer Chefarzt an der Klinik - Neue Presse Coburg,Kronach - Zum 1. April ist der Chefarztposten der Gastroenterologie in der Frankenwaldklinik neu besetzt worden. Dr.,health,2020-12-09T05:45:58Z
Insuedthueringen.de,Hildburghausen - Neue Oberärztin am Schleusinger Krankenhaus - inSüdthüringen.de,"Personelle Veränderungen gibt es am Schleusinger Krankenhaus. Veränderungen, die für die Zukunft des Hauses stehen, wie Roy Hönemann, Geschäftsführer der Henneberg-Kliniken, hervorhebt.",health,2020-12-03T11:40:07Z
Www.swr.de,Medizingeschichte HIV und Aids – Geschichte einer Pandemie - SWR,Für viele beginnt die Geschichte von AIDS Anfang der 1980er-Jahre. Tatsächlich ist das HI-Virus wahrscheinlich schon 100 Jahre alt. Und seine Geschichte ist noch nicht zu Ende erzählt. Von David Beck. Manuskript und mehr zur Sendung: http://swr.li/hiv-und-aids,health,2020-11-30T15:15:41Z
Www.swr.de,Faktencheck: Neues Schweinegrippe-Virus in China - SWR,"Eine Meldung aus China sorgt für Schlagzeilen: Dort breitet sich bei Schweinen ein neues Influenzavirus aus, das auch Menschen krank macht. Das Virus habe „pandemisches Potential“, sagen chinesische Forscher. Für Influenza-Viren lässt sich bei Bedarf aber rec…",health,2020-07-01T12:28:50Z
Wort.lu,Keime im Grillfleisch: So schützen sich Verbraucher - Luxemburger Wort,Einem aktuellen Test zufolge finden sich in vielen abgepackten Grillfleischprodukten die gefürchteten MRSA-Keime. Sie sind weitgehend resistent gegen Antibiotika. Eine Infektion kann für Menschen mit schwachem Immunsystem deshalb sehr gefährlich sein.,health,2018-02-18T07:15:34Z
Osthessen-news.de,Vier Elektronikern Zeugnisse überreicht - Osthessen News,"Nach erfolgreich absolvierter Gesellenprüfung am 23.01.2014 konnte am 31.01.2014 in der Vogelsbergschule Lauterbach insgesamt vier Elektronikern der Fachrichtung „Energie- und Gebäudetechnik"" aus dem gesamten Kreisgebiet die Abs",health,2017-09-30T00:14:32Z
agrarheute.com,Ladewagen wird Häckselwagen: Krone-AX-Test in Bildern - agrarheute.com,Krone bietet ein Update für den Ladewagen AX mit der Funktion Häckseltransportwagen. Das dlz agrarmagazin hat das kleinere Modell AX 280 getestet. Die Details in Bildern.,health,2017-09-08T23:09:01Z
Gesundheitsstadt-berlin.de,Verdienstkreuz für Hedwig François-Kettner - Gesundheitsstadt Berlin,"Hedwig François-Kettner, frühere Pflegedirektorin der Charité, hat das Verdienstkreuz am Bande bekommen.",health,2016-04-25T09:31:29Z
Heilpraxisnet.de,COVID-19: Neue Therapie nutzt Nanopartikel zur Behandlung,"COVID-19 wird die Menschheit trotz der Impfungen noch länger begleiten und effiziente Behandlungsmöglichkeiten sind daher weiterhin dringend gesucht. Ein internationales Forschungsteam hat nun einen neuen Ansatz entwickelt, bei dem Nanopartikel und sogenannte siRNA zum Einsatz kommen, um die Vermehrung des Virus zu unterbinden. Erste Tests der Methode verliefen äußerst erfolgreich.",health,2021-05-24T14:41:45Z
Nahe Zukunft - FuturoProssimo,Ultraschall auf den Nerven gegen Bluthochdruck,"Hoher Blutdruck? Ein Serienmörder mit über 8 Millionen Todesfällen pro Jahr. Eine experimentelle Methode senkt es, wenn selbst Medikamente versagen.",health,2021-05-23T19:35:31Z
fr.de,Vitamin-D-Mangel als Corona-Risiko - Künstliche Zufuhr schwächt Verlauf von Covid-19,Vitamin D kann offenbar doch schwere Corona-Verläufe eindämmen. Das erkennt nun das Bundesinstitut für Risikobewertung an.,health,2021-05-23T11:48:00Z
Heilpraxisnet.de,Können COVID-19-Impfstoffe durch Escape-Mutationen wirkungslos werden?,"Sich schnell ausbreitende Varianten des COVID-19 verursachenden Coronavirus SARS-CoV-2 tragen Mutationen, die es dem Virus ermöglichen, einem Teil der natürlich oder der durch Impfung erzeugten Immunantwort zu entgehen. Ein internationales Forschungsteam hat nun wichtige Details darüber enthüllt, wie diese Escape-Mutationen funktionieren.",health,2021-05-23T07:35:32Z
Heilpraxisnet.de,COVID-19 und Vitamin-D-Mangel - Kein Zusammenhang feststellbar?,"Mögliche Zusammenhänge zwischen dem Vitamin-D-Spiegel und dem COVID-19-Risiko werden seit Ausbruch der Pandemie nicht nur in der Fachwelt intensiv diskutiert. In einer umfänglichen Kohortenstudie hat sich nun gezeigt, dass bei niedrigen Vitamin-D-Konzentrationen im Blut jedoch kein erhöhtes COVID-19-Risiko besteht. Ein Zusammenhang scheint damit ausgeschlossen.",health,2021-05-22T08:39:54Z
 Technik Smartphone News,Deutschland erklärt Großbritannien zu einem anderen Virusgebiet,"Die Menschen reisen während der Hauptverkehrszeit am Morgen durch den Bahnhof von Waterloo, da die Beschränkungen für Coronaviren (COVID-19) im ganzen",health,2021-05-22T02:28:36Z
Hardware-Infos.com,"Dallas County hat 506 Fälle von COVID-19 und 8 Todesfälle bei Personen gemeldet, die vollständig geimpft wurden","Dallas County hat 506 Fälle von COVID-19 und 8 Todesfälle bei Personen gemeldet, die vollständig geimpft wurden Laut Gesundheitsbehörden von Dallas County",health,2021-05-21T16:49:18Z
