source,title,description
frankfurt-live.com,Revolutioniert LEOPARD die Diagnostik? - Frankfurt-Live.com,Bin ich mit SARS-CoV-2 infiziert? Handelt es sich um das Ursprungsvirus oder eine gefährlichere Mutante? Diese und mehr Fragen mit einem einzigen effizienten
scinexx | das wissensmagazin,Corona: Hepatitis-Mittel machen Remdesivir wirksamer - Wirkstoffe gegen Hepatitis C bieten Chance für neue Kombi-Präparate gegen SARS-CoV-2 - scinexx.de - scinexx | Das Wissensmagazin,"Zehnfach potenter: Forscher haben einen Weg gefunden, um die Wirkung des Corona-Mittels Remdesivir um das Zehnfache zu verstärken. Ihre Tests enthüllten,"
www.fr.de,Corona-Impfung: Veränderte Menstruation – Berichte über heftige Blutungen und Krämpfe - Frankfurter Rundschau,"Es gibt Hinweise darauf, dass Corona-Impfstoffe auch den Menstruationszyklus beeinflussen können. Forscher:innen stehen vor einem Rätsel."
presseraum.at,COVID-19 verändert die menschlichen Gene und erklärt das Geheimnis hinter dem Coronavirus 'Long Haul' - presseraum.at,"LUBBOCK, Texas - Für einige Patienten mit COVID-19 ist die Erholung von ihrer Infektion nur der Beginn einer Heilung. Im vergangenen Jahr traten bei"
heute.at,Corona-Impfung könnte nicht nur vor Infektion schützen - Heute.at,"Die Spezialistin Carmen Scheibenbogen geht davon aus, dass eine Impfung gegen Covid auch vor Folgeerkrankungen wie Gedächtnisverlust schützt."
science.orf.at,Parkinson : Roboter ruft Geisterillusionen hervor - ORF.at,Ein Symptom von Parkinson-Patienten und -Patientinnen sind Halluzinationen. Manche berichten auch von geisterhaften Illusionen. Schweizer Forscher haben diese nun mit Hilfe eines Roboters künstlich erzeugt – und wollen damit Diagnosen verbessern.
infranken.de,"Vitamin D gegen Corona: Experte Stefan Pilz erklärt, ob Vitamin D schützt - inFranken.de",Vitamin D gilt als besonders wichtig für die Gesundheit. Doch kann es auch im Kampf gegen Corona helfen? inFranken.de hat mit dem Experten Stefan Pilz über den Zusammenhang von Vitamin D und einer Corona-Infektion gesprochen.
der tagesspiegel,„Wirklich ein Durchbruch“: Nach 30 Jahren Forschung endlich ein Schutz vor Malaria - Tagesspiegel,"Malaria ist eine der häufigsten Todesursachen weltweit, vor allem bei Kindern. Die hohe Wirksamkeit eines neuen Vakzins in einer vorläufigen Studie sei „vielversprechend“, sagt Malaria-Forscher Thomas Jacobs im Interview."
handelsblatt,BCG: Apps auf Rezept sollen 200 Millionen Euro kosten - Handelsblatt,Die Unternehmensberatung Boston Consulting Group hat eine Studie über die Markt- und Preisentwicklung von „Apps auf Rezept“ durchgeführt.
presseportal.ch,"Hohe Prävalenz eines Vitamin-D-Mangels bei Heuschnupfen, Asthma und Neurodermitis / Welche Erkenntnisse... - Presseportal.ch","Ingelheim (ots) - Wissenschaftlich sehr gut belegt ist, dass ein adäquater Vitamin-D-Spiegel Infektions- und Autoimmunerkrankungen entgegenwirkt und die Gesamtsterblichkeit..."
