source,title,description
heilpraxisnet.de,Hörverlust mit der Hilfe von Licht bekämpfen - Heilpraxisnet.de,"Durchbruch bei der Bekämpfung von Hörverlust? Mit der Hilfe von Lichtimplantaten könnte Menschen, die unter Taubheit oder einem hochgradigem Hörverlust leiden, das Hören ermöglicht werden. Durch neue Forschung konnten wichtige Parameter für das Design und die…"
heilpraxisnet.de,COVID-19: Risikofaktoren für schweren Krankheitsverlauf bei Diabetes-Betroffenen - Heilpraxisnet.de,COVID-19: Erhöhtes Risiko für schwere Erkrankung bei Diabetes Neben Personen höheren Alters gelten Menschen mit bestimmten Vorerkrankungen wie Diabetes als Risikogruppe für schwere COVID-19-Krankheitsverläufe. Doch haben wirklich alle Diabetikerinnen und Diab…
praxisvita.de,Coronavirus-Symptome: Der Unterschied zur Grippe und Erkältung - Praxisvita,"Welche Unterschiede gibt es zwischen Corona, einer Erkältung und der Grippe? Eine Tabelle mit allen Symtpomen!"
die welt,Pollenallergie: Die „Impfung“ gegen Heuschnupfen - WELT,"Mehr als jeder fünfte leidet in Deutschland an Heuschnupfen. Viele Betroffene schleppen sich Jahr für Jahr durch die Pollensaison, obwohl es eine Therapie für die Erkrankung gibt, die nicht nur die Symptome bekämpft. Doch sie wird noch immer viel zu selten an…"
t-online.de,Corona-Symptome: So kann sich Covid-19 auch auf der Haut zeigen - t-online,"Pusteln, Bläschen, juckende Stellen: Eine Infektion mit dem neuen Coronavirus kann auch auf der Haut Spuren hinterlassen. Analysen zeigen, welche Symptome ein Hinweis auf Covid-19 sein können."
ruhr24.de,Vitamin-B12-Mangel: So erkennen Sie die Symptome - Fuldaer Zeitung,"Vitamin-B-12-Mangel – viele haben ihn und wissen nichts davon. In welchen Lebensmitteln Vitamin B12 enthalten ist, wie sich ein Mangel äußert und auf welche Symptome Sie achten sollten."
t-online.de,Kaffee: Diese sieben Fehler sollten Sie vermeiden - t-online.de,"Beim Kaffeekochen schleichen sich häufig Gewohnheiten ein, die das Geschmackserlebnis beeinträchtigen. Wir erklären, wie Sie den besten Kaffee bekommen."
heidelberg24.de,Corona-Impfung: Alkohol-Verbot für 2 Monate? Expertin warnt vor zu frühem Trinken - heidelberg24.de,"Für Menschen, die eine Corona-Impfung erhalten haben, sollte Alkohol tabu sein. Eine Expertin rät zu einer drastischen Zeitspanne und warnt vor Konsequenzen:"
doccheck.com,BAALC schaltet Leukämiezellen aus - DocCheck News,Wie entsteht Leukämie? Eine molekulare Ursache konnte nun in zwei Studien identifiziert werden.
www.hna.de,Corona-Studie: Darum ist Sars-Cov-2 gefährlicher als gewöhnliche Coronaviren - Frankfurter Neue Presse,"Ein Forscherteam hat wahrscheinlich den Grund gefunden, warum das Sars-Cov-2-Virus im Vergleich zu anderen Coronaviren so gefährlich für den Menschen sein kann."
n-tv.de,Stärke des Effekts entscheidend:Warmes Wetter schlecht fürs Virus? - n-tv NACHRICHTEN,"Eigentlich gilt sonniges, warmes Wetter als Gift für Coronaviren, und im vergangenen Jahr sanken mit den steigenden Temperaturen die Fallzahlen. Kann man mit diesem Effekt auch in diesem Frühjahr rechnen? Und wenn ja, fällt er stark genug aus, um Sars-CoV-2 z…"
t-online.de,Ernährung gegen Schlaganfall: Negative Effekte lassen sich ausgleichen - t-online,"Eine Studie zeigt, welche Lebensmittel das Schlaganfallrisiko erhöhen und welche es reduzieren."
aerztezeitung.de,Gezuckerte Getränke kurbeln Fettproduktion in der Leber an - Ärzte Zeitung,"Der Konsum von Limonaden mit zugesetztem Zucker verdoppelt die Fettproduktion nachhaltig, so eine aktuelle Studie."
