source,title,description,category,publishedAt
Heilpraxisnet.de,COVID-19: Coronavirus kann auch Zellen im Auge infizieren,"Gelangt SARS-CoV-2 über die Auge in den Körper? Während COVID-19 anfangs vor allem als eine Erkrankung der Atemwege galt, ist mittlerweile klar, dass zahlreiche Organe und Gewebe durch SARS-CoV-2 geschädigt werden. In einer aktuellen Studie wurde nun deutlich…",health,2021-05-17T17:00:49Z
Berliner Morgenpost,Corona-Impfung: Die dritte Impfdosis rückt immer näher - Thüringische Landeszeitung,Der Impfschutz bei Corona-Vakzinen hält nicht ewig an. Darum könnte die dritte Impfung für viele bald schon fällig sein.,health,2021-05-17T15:19:00Z
Aerztezeitung.de,"Corona und Hypertonie: Wer seinen Blutdruck senkt, profitiert zweifach - Ärzte Zeitung","Der 17. Mai ist Welthypertonietag. Anlass für die Deutsche Herzstiftung, daran zu erinnern: Hypertonie gehört zu den Risikofaktoren für einen schwerer COVID-19-Verlauf.",health,2021-05-17T14:38:31Z
BUNTE.de,Mirja du Mont: Hautkrebs-Diagnose: Diese Anzeichen solltest du kennen - BUNTE.de,"Bei Schauspielerin Mirja du Mont haben Ärzte weißen Hautkrebs entfernen müssen. Sie diagnostizierten ein sogenanntes Basaliom. Hier erklärt ein Hautarzt, was die Krebsform so tückisch macht und wann du zum Arzt gehen solltest.",health,2021-05-17T13:01:43Z
News.de,Nach Corona-Pandemie: Experten warnen vor explosiver Grippewelle - news.de,Nach der Corona-Pandemie müsse sich die Bevölkerung auf eine verheerende Influenza-Saison einstellen. Aufgrund der Corona-Schutzmaßnahmen ist die Grippewelle in diesem Jahr ausgefallen - mit fatalen Folgen.,health,2021-05-17T11:57:01Z
Www.nzz.ch,Hängen Impfschutz und Nebenwirkungen der Coronaimpfung zusammen? - Neue Zürcher Zeitung,In der Schweiz und auch in Deutschland werden nun täglich Tausende von Bürgern gegen Covid-19 geimpft. Was Sie für ihre eigene Impfung wissen sollten.,health,2021-05-17T09:59:15Z
Www.sn.at,Hohes Risiko: Herz-Kreislauf-Erkrankungen bei Frauen werden zu wenig untersucht - Salzburger Nachrichten,35 Prozent der Frauen sterben weltweit an Herz-Kreislauf-Erkrankungen. Dieses Problem wird wissenschaftlich zu wenig untersucht. Bei Betroffenen werden die Krankheiten zu selten diagnostiziert und zu wenig effektiv behandelt. Dies stellen 17 internationale Ex…,health,2021-05-17T06:18:17Z
t-online.de,Borreliose-Gefahr: Worauf es nach dem Zeckenstich ankommt,"Um sich vor einer Infektion zu schützen, sollten Sie nach einem Zeckenstich einiges beachten: Genau hinschauen – wochenlang. Zudem...",health,2021-05-17T05:29:00Z
Onvista.de,Pressestimme: 'Augsburger Allgemeine' zur gestiegenen Impfbereitschaft - onvista - onvista,"AUGSBURG (dpa-AFX) - ""Augsburger Allgemeine' zur gestiegenen Impfbereitschaft:. ""Nur ein Jahr nach dem Ausbruch der Pandemie waren schon mehrere Impfstoffe gegen das Coronavirus auf dem Markt. Das ist ein erstaunlicher wissenschaftlicher Erfolg ... Informatio…",health,2021-05-17T03:35:00Z
Echo24.de,Corona doch ganz andere Krankheit? Forschungs-Erkenntnisse verblüffen - echo24.de,"Corona wurde aufgrund seiner Symptome bislang für ein Erkältungsvirus gehalten. Forscher kommen nun zu der überraschenden Erkenntnis, dass alles anders ist.",health,2021-05-16T15:50:00Z
Augsburger Allgemeine,Den Kopf nicht hängen lassen: So beugt man Handynacken vor,"Wer mit seinem Kopf ständig über seinem Smartphone hängt, bekommt es über kurz oder lang mit dem sogenannten Handynacken zu tun. Um den Verspannungen und...",health,2021-05-16T12:21:48Z
Www.nau.ch,Experten warnen vor eigenmächtiger Vitamin-D-Einnahme,"Sich mit Vitamin-D vor Corona schützen? Wie so oft gilt: Was in kleinen Dosen nützen mag, kann in grossen Dosen schaden - laut Experten bis hin zu schweren gesundheitlichen Folgen.",health,2021-05-16T09:06:07Z
Heidelberg24.de,BioNTech-Nebenwirkung: Herzmuskelentzündung nach Impfung – wie oft passiert das? - heidelberg24.de,Nach Berichten über Herzmuskelentzündungen nach einer BioNTech-Impfung aus Israel ist die Verunsicherung groß. So viele Fälle der seltenen Nebenwirkung sind in Deutschland erfasst worden:,health,2021-05-16T07:33:00Z
