source,title,description
bernerzeitung.ch,"Q&A zum neuen Apple Update – Entschuldigung, dürfen wir Sie ausspionieren? - BZ Berner Zeitung","Apple geht gegen Apps vor, die heimlich Daten sammeln. Facebook droht nun damit, Gebühren von Nutzern zu verlangen. Fragen und Antworten zu einer Entscheidung, die das Internet verändern könnte."
20 minuten,Amtsgeheimnis-Missbrauch - Alt-Bundesrat Moritz Leuenberger entgeht Strafuntersuchung - 20 Minuten,Die Bundesanwaltschaft erhebt keine Anklage gegen Moritz Leuenberger. Das hat der Bundesrat am Mittwoch entschieden.
punkt4.info,Typewise stellt neue Tastatur für Smartphones vor - punkt4 - Zukunft Wirtschaft,Binningen BL/Schlieren ZH - Das Jungunternehmen Typewise stellt die dritte Generation seiner virtuellen Tastatur für das Smartphone vor. Typewise 3.0 verfügt über eine neue zum Patent angemeldete Autokorrekturtechnologie.
die welt,Pollenallergie: Die „Impfung“ gegen Heuschnupfen - WELT,"Mehr als jeder fünfte leidet in Deutschland an Heuschnupfen. Viele Betroffene schleppen sich Jahr für Jahr durch die Pollensaison, obwohl es eine Therapie für die Erkrankung gibt, die nicht nur die Symptome bekämpft. Doch sie wird noch immer viel zu selten an…"
blick.ch,Wegen Corona-Protesten: Deutscher Geheimdienst beobachtet Querdenker - BLICK,"Der deutsche Inlandsgeheimdienst hat neben Rechtsextremismus, Linksextremismus und Islamismus neu eine weitere Kategorie auf dem Radar: die verfassungsschutzrelevante Delegitimierung des Staates. Damit wird auch die Überwachung organisierter Corona-Skeptiker …"
bluewin.ch,Schweizer Nationalbank ruft alte Banknoten zurück - bluewin.ch,Die Schweizerische Nationalbank hat einen Rückruf für die Geldscheine der achten Banknotenserie gestartet.
www.nau.ch,Timo Werner: Monster-Fehlschuss gegen Real Madrid wird Internet-Hit - Nau.ch,Timo Werner wird nach dem 1:1-Remis von Chelsea gegen Real Madrid wohl schlecht geschlafen haben. Sein Fehlschuss nach neun Minuten ist schlicht unfassbar.
itmagazine.ch,Excel für Web bekommt neue Farbpalette - IT Magazine - IT Magazine,Microsoft hat die Online-Ausgabe von Excel mit diversen neuen Formatiermöglichkeiten ausgestattet und erlaubt mithilfe einer Custom-Color-Palette die Definition beliebiger Farben.
spektrum.de,Covid-19: Der Wettlauf um antivirale Medikamente - Spektrum.de,"Warnungen gab es viele, beherzigt wurden sie nicht: Corona traf die Medikamentenentwickler unvorbereitet. Dabei ließe sich durchaus heute schon die Pandemie von morgen bekämpfen."
insideparadeplatz.ch,US-Senator bedrängt CS-Gottstein - Inside Paradeplatz,Hoher Politiker schreibt Brief an mächtiges Department of Justice und an Schweizer CEO. Hat CS gegen Schwarzgeld-Deal verstossen?
finews.ch,UBS: Ralph Hamers startet den Stellenabbau - finews.ch,"Die weitere Digitalisierung der UBS wird in den kommenden Monaten wohl Tausende von Stellen kosten. Die Zurückhhaltung, die sich die UBS während der Corona-Pandemie auferlegt hatte, ist unter dem neuen CEO Ralph Hamers nun vorbei."
watson.ch,Die ZSC Lions oder die Hilflosigkeit der Millionäre - watson,"Bloss zwei Tore in zwei Spielen gegen einen 37-jährigen Ersatzgoalie. Wie kann es sein, dass die ZSC Lions gegen Servette offensiv so hilflos sind und nur noch eine Niederlage vor dem Saisonende stehen?"
20 minuten,220 Milliarden Euro - Italien billigt milliardenschweren Corona-Wiederaufbauplan - 20 Minuten,Das italienische Parlament hat das Konjunkturprogramm von Regierungschef Mario Draghi in der Höhe von 220 Milliarden Euro gutgeheissen.
